Seed,DesiredNegatives,LegendaryNegatives,SkipTagOne,SkipTagTwo,RandomNegatives
22QQVKB,1,0,0,0,4
2795H3E,1,0,0,1,1
IMC27W,1,0,0,0,1
24ETJFP,1,0,1,0,1
5TGUWM,2,0,0,1,3
27OTFNZ,1,0,1,1,0
23DOATW,1,0,2,0,1
1TBBZUH,1,0,0,2,1
24YI32D,1,0,1,1,0
24YRVHV,1,0,1,0,2
1YKSPQ3,1,0,0,1,1
3I7DBUF,1,0,1,0,0
1Y6RZA3,1,0,0,1,1
DS2GZL,1,1,1,1,2
KO8J2F,1,0,0,0,2
1USYIOO,1,0,1,0,1
228WGLK,1,0,1,0,1
1ZXESF7,1,0,0,3,3
2DBGGUJ,1,0,0,0,0
7BHJIR,1,0,1,1,0
1NIG8EJ,1,0,0,1,3
KHPJGO,1,0,1,1,0
26SHNFS,1,0,1,0,1
24Q7PL7,1,0,2,2,1
2EJT81M,1,0,0,2,2
2D8LOKG,1,0,1,0,1
26USHJ1,1,0,1,0,0
31N3AVU,1,0,0,1,2
K5EQ3I,1,0,0,0,0
LVOCV9,1,0,2,0,1
3L6Q8DV,1,0,1,1,3
3H6M521,1,0,0,0,1
7RHSQA,1,0,0,1,1
243ACGS,1,0,0,0,1
29WSF2C,1,0,0,0,1
2FAP14F,1,0,1,0,1
27VTMBN,1,0,0,1,1
2D3AIJ9,1,0,0,1,0
MHQRQN,1,0,0,0,1
3FXC8F7,1,0,0,0,2
1XCQIIQ,1,0,0,1,1
2EQ6VL8,1,0,0,0,0
2AVUJNJ,1,0,0,1,1
2D14MFX,1,0,0,0,1
2BHZMN3,1,0,1,1,0
NCKT82,1,0,0,0,0
28TEHC7,1,0,1,1,1
298NI7D,1,0,0,1,1
268SSK3,1,0,1,0,1
3ET7BCX,1,0,0,0,0
3PE93JE,1,0,2,1,1
2DOEG5J,0,2,0,0,0
1REWY6Y,1,0,0,1,0
IKTIWM,1,0,0,0,0
2COE7LF,1,0,0,0,2
26Y9YLL,1,0,0,0,0
1ZGLT9F,1,0,1,0,0
OPLX9O,1,0,0,0,0
27HMO66,1,0,0,1,0
2EBSXVM,1,0,0,0,1
29Q63UT,1,0,1,2,1
N1CYGG,1,0,0,1,0
295QRLU,1,0,1,1,1
24HIU2Z,1,0,0,0,0
BLW32I,1,0,0,0,1
3PMKFH8,1,0,0,0,2
GZINEA,1,0,0,0,1
2F1H79O,1,0,0,0,2
271NICV,1,0,2,0,1
2IL6ZMQ,1,0,0,0,2
2CV1PLF,1,0,0,2,0
2FNDG2W,1,0,1,0,0
22MK4BQ,1,0,3,1,0
3LFORZR,1,0,1,0,1
1XKI8O2,1,0,0,1,0
38ZQNRK,1,0,0,0,0
3E7A6Z4,1,0,0,0,2
3LRR2CM,1,0,0,0,4
25FT741,1,0,0,1,1
2CBR814,1,0,1,1,2
2B6W9TJ,1,0,1,1,1
2IVVP1Q,1,0,0,0,1
2HP8BK1,1,0,0,0,0
VEKS1T,1,0,0,0,1
2ECR5PU,1,0,0,0,1
2E5YVKL,1,0,1,1,1
2BM5XOY,1,0,1,0,1
2E2WKZN,1,0,0,0,0
26JJVXN,1,0,0,1,2
2EHHZAX,1,0,0,0,1
2DIJYPV,1,0,0,0,1
3CCDWHP,1,0,1,2,2
2ENYHMY,1,0,1,0,3
2K5KTFK,1,0,0,0,1
2D6IGWR,1,0,0,0,2
3UJHQ3R,1,0,0,1,0
2M9E8YK,1,0,1,0,0
283BHI4,1,0,0,0,0
2FWT169,1,0,0,2,1
2FHJDJT,1,0,0,0,1
3ZCYY4F,1,0,1,0,1
2L9KYNF,1,0,0,1,4
2GSEBKS,1,0,1,0,1
1VLXRZU,1,0,1,0,0
2G4X924,1,0,0,1,2
28L5RSI,1,0,0,0,0
2C24RPT,1,0,0,2,1
26WLRBT,1,0,1,0,1
1YXB6AE,1,0,1,0,1
2JVVZDA,1,0,1,0,2
3RTWZD8,1,0,2,0,1
24PQ9M4,1,0,2,0,0
3T8M8ZN,1,0,0,0,1
29GNXRX,1,0,0,1,2
3R25IFL,1,0,2,1,2
2DP3745,1,0,0,0,0
2IPHDVY,1,0,0,1,1
2AKJT9E,1,0,0,0,0
28NRP93,1,0,0,0,0
26IGQTF,1,0,0,0,0
3VZ2P38,1,0,1,1,1
2IQG3LD,1,0,0,1,0
KR7QPR,2,0,0,0,0
2GJN32S,1,0,0,0,1
2GRR94A,1,0,1,2,3
3GFGPG6,1,0,0,0,3
2LSLKVN,1,0,0,0,1
2I9AVJE,1,0,1,2,3
3S5Q3ZZ,1,0,0,1,0
3ZQTVJL,1,0,0,0,3
2IUCP7X,1,0,2,0,2
2JP555O,1,0,1,1,0
2FLGS6P,1,0,0,1,0
2FOF9IO,1,0,0,0,0
3NZXO15,1,0,1,0,0
3JH39FG,1,0,0,0,1
2IMOIG2,1,0,0,1,2
2P58A2H,1,0,1,0,0
KG72LV,1,0,0,0,0
2ECFC9A,1,0,0,3,1
2K2GZCS,1,0,1,2,1
2GTAWXE,1,0,0,1,0
2FP7Q41,1,0,0,1,1
4543TWO,1,0,0,1,0
2KSMAUT,1,0,1,0,2
284CJYC,1,0,0,1,3
2M3FZ8A,1,0,0,1,1
2JW4G33,1,0,0,0,0
2KT2CS9,1,0,0,0,2
LO3JI8,1,0,1,1,0
2FK1DXI,1,0,1,0,0
MCEDJ5,1,0,1,1,1
2KMDQH4,1,0,0,0,2
2QQYN96,1,0,2,0,2
2KBLYY3,1,0,0,0,1
2M56UGA,1,0,0,1,2
2MPG569,1,0,0,1,1
2G5W5KO,1,0,0,0,0
42FA198,1,0,0,0,0
2ROYHTA,1,0,1,1,2
2AZ7WN3,1,0,1,1,2
Y6OL8O,1,0,1,0,1
MF1JFU,1,0,0,0,2
2BIIPP6,1,0,0,0,0
2J15IMJ,1,0,1,0,1
2S5LCJ2,1,0,1,0,4
1I3WTOX,1,0,1,0,1
2GV2ZHT,1,0,0,1,1
29KVD6D,1,0,0,0,0
2HQOJYK,1,0,1,0,0
3DSF4YJ,1,0,0,0,1
3W6JXT2,1,0,0,0,2
45FLVCK,1,0,1,1,0
2RITNX2,1,0,2,0,0
25Q59GB,1,0,0,2,0
2SNV963,1,0,0,0,4
3UWWB1A,1,0,0,0,2
2M61QPA,1,0,2,0,1
6NDCYT,1,0,0,0,0
2TEX7FW,1,0,0,0,1
2I3BGBW,1,0,0,0,0
13WVKHO,1,0,0,0,1
2NW22GT,1,0,3,0,0
NFJE1D,1,0,0,0,1
2U71PIS,1,0,1,0,0
2U714U1,2,0,0,0,0
2NGXC6F,1,0,0,0,1
2NDE5EY,1,0,0,0,2
4HX8XM7,1,0,0,0,0
2VHK7EO,1,0,0,1,1
2RM3I1N,1,0,1,1,2
2M4KX5I,1,0,1,0,0
2S71EFV,1,0,0,0,3
2SFUN5A,1,0,1,0,2
2PTFAX6,1,0,0,2,0
4AAU3EC,1,0,0,0,0
2MTVGCW,1,0,0,1,0
16CR7BY,1,0,0,1,0
2S4HJN7,1,0,0,1,2
2RYMAXY,1,0,1,2,0
2OLE6GD,1,0,2,1,0
2OZKLD6,1,0,0,0,0
2OPHHPI,1,0,1,0,1
2N2LA6R,1,0,0,0,2
2V4P9JA,1,0,1,0,1
RZNG1A,1,0,0,0,1
2F27L5P,1,0,0,0,0
4FSPKZR,1,0,1,0,1
2ZUJTLA,1,0,1,0,0
2KV7NYM,1,0,1,1,0
2CFR8ME,1,0,1,1,2
12PVRBO,1,0,0,1,0
2S9879N,1,0,0,0,0
45CBV1A,1,0,0,0,2
2VZKT64,1,0,1,2,3
332XGK9,1,0,0,0,1
2GTEFFH,1,0,0,1,1
2UDWMWG,1,0,1,0,0
2SXRFHB,1,0,0,0,1
4AJA38V,1,0,2,2,3
2TZBYPP,1,0,1,1,1
2M74H9P,1,0,1,0,1
32QW38H,1,0,0,1,2
33WTU9G,1,0,1,0,1
2JO2O1A,1,0,0,1,1
4E1Y3MA,1,0,0,0,1
2S6WM1D,1,0,0,2,0
193913W,1,0,0,0,0
2HRJNL1,1,0,0,0,2
17ND94S,1,0,0,1,1
WOJ3JH,1,1,1,0,1
2URXK5V,1,1,0,1,1
4NFOVP6,1,0,0,0,0
2SVSUQP,1,0,1,0,0
2YLN8OL,1,0,1,1,1
2XQLY74,1,0,0,1,0
4HA9V9W,1,0,0,2,0
2SYMYR1,1,0,0,0,2
2EQ6WJG,1,0,2,1,3
2NA2TAD,1,0,1,0,1
2ZT6LJD,1,0,0,0,2
2V44XZ6,1,0,0,2,2
2WB9FCV,1,0,1,1,1
2W4G5YB,1,0,0,2,1
4OQHVNT,1,0,0,0,0
2LLA2YG,1,0,0,1,1
2SLP8PE,1,0,0,0,0
9X5819,1,0,0,0,1
4B4SZ1F,1,0,0,0,3
2P5AYM8,1,0,1,0,5
2V6K7KI,1,0,0,0,0
2QXV1MR,1,0,0,0,1
4PM1XMG,1,0,0,0,1
31CGURQ,1,0,0,1,0
2DCUZBL,1,0,0,0,0
4IPGHRP,1,0,0,0,1
2V8THN7,1,0,1,0,1
2VGOWHE,1,0,0,1,1
1C6SKJ7,1,0,0,0,0
4LREJ56,1,0,0,2,2
48ZZN4J,1,0,0,0,1
31XER4F,1,0,0,2,1
2HQ1AOB,1,0,0,0,4
2KQUYK1,2,0,1,0,1
4VPB96R,1,0,0,2,2
2OV1IOT,1,0,0,1,1
BJYZAX,1,0,0,1,0
4JIG7VB,1,0,1,0,2
2X6NBB3,1,0,0,0,1
2SCJN8D,1,0,0,1,0
2XL6JV6,1,0,2,0,1
2YWZOMV,1,0,1,1,0
39NF1L6,1,0,0,0,1
2PUT2GF,1,0,0,0,1
2VGN84X,1,0,2,0,2
2UUUI1Y,1,0,0,0,2
2WUSOJA,1,0,0,0,1
3MYC48Y,1,0,0,2,1
2IRLHRB,1,0,0,0,1
2ZP79IG,1,0,0,1,0
15G2TIB,1,0,0,0,3
4MMNPRG,1,0,1,0,1
36IBPOV,1,0,0,1,2
2MMSBSK,1,0,0,0,2
32W5HJZ,1,0,0,0,1
34773VA,1,0,0,1,1
2SDKIZU,1,0,0,1,0
2K1IYD3,1,0,0,1,1
1FMO8DB,1,0,0,0,0
2RO8FP7,1,0,0,0,2
2YGF57U,1,0,0,1,0
2UKUHPB,1,0,0,0,2
2NMLV5O,1,0,0,0,0
2RET8LJ,1,0,0,0,3
37WK6TC,1,0,0,0,0
2W8WUVV,1,0,1,0,3
MLZ6LP,1,0,0,0,1
2TJPKZM,1,0,1,0,0
2Z5A1KG,1,0,1,0,2
2U1FQ1A,1,0,0,1,0
4V1PBE2,1,0,0,1,0
2WN7L5V,1,0,1,1,1
32UTC2F,1,0,1,1,1
2KAVJVJ,1,0,0,0,1
2FCPFJQ,1,0,0,0,2
2IVHC7L,1,0,1,0,1
2V8F6RU,1,0,0,1,2
2XL51FX,1,0,1,1,2
2G4N9QG,1,0,0,0,1
34UGLZP,1,0,1,0,1
4QR815W,1,0,0,0,0
32DBPUS,1,0,0,0,1
15CGSOU,1,0,0,0,3
2LSFL9U,1,0,0,0,1
3ETQOWN,1,0,1,0,0
32NSBN2,1,0,0,0,1
1AJAQJQ,1,0,0,1,0
38QQZ8P,1,0,0,0,1
2KQHPWS,1,0,0,1,0
39YY54D,1,0,1,0,0
36WFKRN,1,0,1,2,0
4QZIZX5,1,0,0,0,0
4HA51KY,1,0,2,0,2
2EWL6ZH,1,0,1,1,1
34A49WJ,1,0,1,0,3
2ZTYAD6,1,0,0,0,1
2UMXNTN,1,0,0,0,0
2Y9FJ5B,1,0,1,0,1
3W1RSHK,1,0,0,0,1
2JH6XSM,1,0,1,0,0
2SXKV7H,1,0,0,0,1
2YAVC27,1,0,0,0,2
376P4KP,1,0,0,0,0
2MBE4OH,1,0,1,2,1
4FARK1H,1,0,0,0,0
2WZE5LV,1,0,0,1,0
1QPT4O8,1,0,0,1,3
2Y5UBYP,1,0,0,1,1
4G3BRRH,1,0,1,0,1
2ZBU4VU,1,0,0,0,2
2JI72XM,1,0,0,0,0
4XKMLEO,1,0,1,0,1
3AW6P94,1,0,0,0,1
2PHU23P,1,0,0,1,0
2Z7AIPZ,1,0,1,0,0
2JBAWBK,1,0,0,0,0
2ELMU7L,1,0,0,0,0
381ZXSZ,1,0,0,0,1
2XXGJY6,1,0,1,0,2
347XX2B,1,0,0,0,2
3BUARDK,1,0,1,0,1
2TNQUZC,1,0,0,0,3
32GO7VU,1,0,0,0,4
2YKPGBH,1,0,0,0,1
2YFH1LG,1,0,0,1,1
39CDK5S,1,0,1,0,0
3BSZ2N2,1,0,1,0,1
46BIZ9V,1,0,0,1,0
2V2PYZ3,1,0,0,2,1
2Y11GZB,1,0,0,1,0
2TFIGWY,1,0,0,0,1
3D26XQZ,1,0,0,0,1
1BC8AOJ,1,0,0,1,1
34BDFP3,1,0,1,0,0
4C1Z256,1,0,2,0,0
4TJ83HI,1,0,1,0,1
3YT1NE8,1,0,1,0,1
2ZIZRYW,1,0,0,2,1
1G8UGCG,1,0,0,2,1
1BWCNHQ,1,0,1,0,2
2UB56P2,1,0,1,1,3
31CEZZB,1,0,0,0,0
526M8OC,1,0,2,0,2
3HP1BTG,1,0,0,0,0
2QDP52E,1,0,0,0,1
34TKJRV,1,0,0,0,3
39COD1N,2,0,0,2,0
1HF3P7V,1,0,0,0,1
2QSIFRP,1,0,0,1,0
341DAJ3,1,0,1,0,2
368LKDJ,1,0,0,0,1
2RA1NNM,1,0,1,0,2
4LG2Q8E,1,0,0,1,1
38D65LC,1,0,1,0,1
2ZET1IO,1,0,0,0,0
3C5CXBP,1,0,1,0,1
1CMDZ62,2,0,2,1,0
2YG6EGT,1,0,0,0,0
1OUFMJ1,1,0,0,0,0
4WTC69S,1,0,1,0,0
1MRNACJ,1,0,1,1,1
37EA87Q,1,0,0,0,1
2IWCM5M,1,0,1,1,1
2L26S1T,1,0,0,0,0
23XRG8S,1,0,0,0,0
2YI2N5C,1,0,0,1,2
2R51YHJ,1,0,1,0,1
37G845X,1,0,0,0,0
36UBTYN,1,0,0,0,0
3J6A1T6,1,0,1,0,1
2LJDVYK,1,0,2,2,3
37KENO7,1,0,0,0,0
139HAIW,1,0,0,0,1
MUOQEY,1,0,1,0,1
3723D98,1,0,1,0,0
2ZMRK23,1,0,1,0,0
4M7RK1W,1,0,1,0,0
35RBLQ9,1,0,0,1,0
3FQ1V37,1,0,0,0,1
2ZESUQJ,1,0,0,0,0
2TXQN7T,1,0,1,0,2
3IST9CA,1,0,0,0,1
58L5HUM,1,0,1,1,0
35IGJ53,1,0,0,0,0
2ZX5YFM,1,0,1,2,2
38PFUYA,1,0,0,0,1
2RV96V7,1,0,1,1,2
39L7YNF,1,0,1,0,2
38PLCML,1,0,2,0,0
3CFJCRR,1,0,0,0,2
3B5M1XQ,1,0,1,1,1
2N62B3Z,1,0,0,0,0
3CNI3EC,1,0,1,1,0
15ZO7FY,1,0,0,0,1
1RWKXYV,1,0,0,1,1
394EKDH,1,0,0,0,1
35GIV4O,1,0,3,0,2
34WYIGR,1,0,2,0,0
31J3WBU,1,0,1,0,0
2ZC1BJR,1,0,0,0,1
3LEQQFG,1,0,1,0,1
2XDTVLG,1,0,1,0,2
35H3OUD,1,0,1,0,0
5BIMC96,1,0,3,1,1
4RGV1EU,1,0,0,1,0
38FWLEQ,1,0,1,1,3
2XUB8YL,1,0,0,1,3
36XR93P,1,0,0,0,0
3DJW51Q,1,0,1,0,1
PGCDYC,1,0,1,1,3
3DJVCXQ,1,0,0,1,3
3CN4MIT,1,0,0,0,1
4F6CHGO,1,0,0,1,4
3CHDLCU,1,0,0,0,2
3LLW4D4,1,0,1,0,0
3P67HGK,1,0,1,0,3
1MA3FVK,1,0,0,0,1
4IDOUTJ,1,0,0,0,3
4MGQXGW,1,0,1,1,1
2W9DUW6,1,0,0,0,0
4FW9685,1,0,0,1,0
38H7RD1,1,0,0,1,2
36YPWVO,1,0,0,0,0
34497QY,1,0,0,1,0
4XVNWL2,1,1,0,1,1
3B1WDMB,1,0,1,0,1
37OP5OQ,1,0,1,1,1
5197FGJ,1,0,0,0,0
3DSFQW5,1,0,1,1,0
5197FGJ,1,0,0,0,0
51S7GSN,1,0,4,0,0
52PWGYO,1,0,0,2,3
5G94G5M,1,0,0,0,2
5GFDFFU,1,0,0,1,0
5GJ8YK6,1,0,1,0,2
5GJTU7R,1,0,1,0,1
5GLOFH4,1,0,0,0,2
5GLU4VE,1,0,0,0,2
5GMQXOU,1,0,1,1,0
5GMGXM6,1,0,0,0,1
5GTNFPG,1,0,0,1,4
5GXZG6V,1,0,2,0,1
5H58AOU,1,0,0,1,2
5H87QVA,1,0,0,0,2
5H7D4GW,1,0,2,0,1
5HDP88O,1,0,0,0,2
5HGPBIW,1,0,0,0,0
5HOW2GA,1,0,0,1,1
5HOUSF1,1,0,0,0,1
5HQT4WB,1,0,0,0,1
5HTKK3V,1,0,1,0,0
5I3RI9R,1,0,0,1,1
5I2P35H,1,0,0,0,1
5HV1VTC,1,0,1,0,0
5HZGOXR,1,0,0,1,0
5IBXODP,1,0,1,1,0
5IBJPU3,1,0,0,0,1
5I938KZ,1,0,0,0,3
5ICFJDI,1,0,1,0,1
5IJGEPC,1,0,0,0,1
5IGL5K4,1,0,0,0,0
5ISL3Y6,1,0,2,0,0
5J9PV63,1,0,0,1,2
5JM3JYC,2,0,2,3,2
5JJT5SF,1,0,1,0,0
5JERMSZ,1,0,1,0,2
5JVUP13,1,0,0,0,0
5JI89LQ,1,0,0,0,0
5K45Y7B,1,0,0,0,1
5JVRVJU,1,0,0,0,2
5K2LQ58,1,0,1,0,0
5KMC87X,1,0,0,0,2
5KBSOWR,1,0,1,0,1
5KGRHNY,1,0,0,0,2
5KJZBKB,1,0,0,1,1
5KRIUMS,1,0,0,0,1
5L5QB3L,1,0,0,0,0
5L9FNEW,1,0,0,0,0
5KNYBXQ,1,0,1,0,0
5LC8UU2,1,0,0,0,0
5LMPPUL,1,0,2,1,0
5M3G4OA,1,0,0,1,1
5M2LMOM,1,0,0,1,4
5ME381S,1,0,1,0,2
5MGQU82,1,0,1,1,0
5MJ8ZIA,1,0,0,1,2
5N35HXY,1,0,0,1,0
5MZ83CO,1,0,1,1,1
5MXN5MZ,1,0,0,1,2
5N45OSZ,1,0,1,0,0
5NCNCBN,1,0,1,0,1
5NLQVJF,1,0,0,1,0
5NTUCGH,1,0,0,1,2
5O39UWV,1,0,0,1,1
5OGVXY8,1,0,2,0,1
5OHB1N2,1,0,2,0,1
5OAKTLU,2,0,0,0,2
5PCYACU,1,0,0,1,1
5P28V3A,1,0,2,0,2
5P1H8XA,1,0,1,1,0
5OTL4YA,1,0,1,1,2
5OQXPPK,1,0,0,1,2
5PZOJQ3,1,0,0,1,2
5PHNRJU,1,0,0,2,0
5PHH99S,1,0,1,0,2
5QBWXLW,1,0,1,1,0
5Q64S5J,1,0,0,2,0
5RI8VAE,1,0,0,1,0
5QRNEMY,1,0,1,1,2
5RKT3GJ,1,0,0,1,0
5QRT6G9,1,0,0,1,0
5RMPOJ9,1,0,1,1,0
5S1ROPI,1,0,1,0,1
5RAVPBW,1,0,0,1,0
5SSQYIN,1,0,1,0,1
5QXJJHA,1,0,1,0,0
5SAZF97,1,0,1,1,0
5TB769O,1,0,1,0,1
5T1EWFH,1,0,2,1,1
5T9M6WY,1,0,0,1,0
5T8PIUR,1,0,1,0,1
5TFWMAP,1,0,0,1,1
5UGZGEK,1,0,0,1,0
5TWKPWY,1,0,1,2,0
5VBTYG1,1,0,0,2,1
5UC3JJF,1,0,1,0,0
5UXKKOK,1,0,1,0,0
5UXAFYB,1,0,0,1,2
5V2HXL6,1,0,2,0,2
5VGHC3T,1,0,2,0,1
5WM55PR,1,0,2,0,4
5W8CHR5,1,0,2,1,0
5XCDVUO,1,0,1,0,2
5WSYK5X,1,0,0,1,2
5XXI3YN,1,0,0,4,1
5XRVFK9,1,0,1,1,1
5Y4MEDY,1,0,0,1,3
5XZD3IR,1,0,0,1,1
5Z6U4M8,1,0,0,1,1
5WSAKEU,1,0,1,1,0
5ZEQTUN,1,0,0,1,1
5YKLXG8,1,0,2,1,1
5ZMGGN7,1,0,0,1,0
5ZGHDU1,1,0,0,1,1
61NXXJB,1,0,2,2,1
5ZTM46E,1,0,1,0,0
5YWJGLR,1,0,1,0,0
62BBKFD,1,0,0,1,3
62HG3JS,1,0,1,0,3
62LNL72,1,0,2,1,1
628C9MQ,1,0,3,0,0
61TTK48,1,0,0,2,0
635W1T5,1,0,2,0,0
623NZEJ,1,0,1,1,0
61AMDAV,1,0,1,0,1
62SBTTK,1,0,3,0,0
63WGLG1,1,0,2,1,0
63KH2CE,1,0,0,2,0
63Y63SP,1,0,1,0,2
64D8C8U,1,0,1,0,1
63O47EF,1,0,0,2,0
64BFVRH,1,0,0,1,2
63PPDE4,1,0,1,1,0
65W8I72,1,0,0,2,0
64NAP59,1,0,2,1,0
66S6KSB,1,0,1,0,2
65DHGYZ,1,0,1,0,0
62BTRP3,1,0,1,1,1
66PJQ8T,1,0,1,1,0
64ACHA5,1,0,1,0,3
651C2RB,1,0,1,0,1
661ZYLO,1,0,0,2,0
661ZYLO,1,0,0,2,0
66IAWOH,2,0,0,1,0
67BHLM4,1,0,1,1,1
67HQHMZ,1,0,0,1,0
6888BA4,1,0,1,0,2
692ST1E,1,0,1,0,0
6A8QFXP,1,0,2,0,2
6AXXMSD,1,0,0,1,1
6BSQEWB,1,0,0,2,1
6C3KDSI,1,0,1,0,1
6CEUZCS,1,0,1,0,2
6F4VXC9,1,0,2,1,2
6FDR88R,1,0,0,3,0
6F12J7S,1,0,1,2,1
6G1Y9PZ,1,0,2,1,1
6G5482M,1,0,0,1,0
6GE8RO5,1,0,0,1,2
6HITD2E,1,0,1,2,1
6IR4Y9N,1,0,0,1,1
6J75BON,1,0,1,0,0
6IO4ND6,1,0,1,0,0
6JRA19R,1,0,1,1,2
6K3RFE2,1,0,1,0,1
6L5864N,1,0,1,0,0
6KR5MBC,1,0,1,1,0
6LR177Q,1,0,1,0,3
6NN2DPB,1,0,1,0,1
6OLPZQ2,1,1,0,0,1
6PLUZDZ,1,0,1,1,0
6QU1UGJ,1,0,1,1,0
6RCPR3L,1,0,1,1,0
6R6RJD4,1,0,0,1,0
6SKUFO5,1,0,0,1,3
6RFK8T2,1,0,0,1,2
6RWM37V,1,0,0,2,1
6T72H4M,1,0,1,0,3
6VJ23HR,1,0,1,0,0
6VXXY4M,1,0,2,0,1
6ULH8PR,1,0,1,1,0
6W93GU1,1,0,1,0,1
6X27SHH,1,0,0,2,2
6VV4CN3,1,0,2,0,2
6VKIFXI,1,0,1,1,0
6X5OJ9P,1,0,1,0,1
6YHX3CR,1,0,2,0,2
716DRCM,1,0,2,0,2
6YQPVG4,1,0,1,1,0
6XUE6GV,1,0,0,1,1
6ZCPQLC,1,0,1,1,1
723XJTN,1,0,1,0,1
71EZOL6,1,0,1,1,1
74DGHWV,1,0,1,1,0
75IPGAL,1,0,0,1,0
7333EOX,1,0,1,1,0
76WRF24,1,0,1,0,1
75ZYH57,1,0,0,1,2
79L3JCV,1,0,0,1,2
78XIK1J,1,0,1,0,0
7EPKR2H,1,0,1,1,3
7C34U61,1,0,1,0,1
7CFMI8F,1,0,0,1,1
7CI5DGL,1,0,1,1,0
7DVHGTA,1,0,0,1,1
7FVEO8O,1,0,1,0,2
7DJG6KM,1,0,0,1,0
7ES2CQG,1,0,1,0,0
7GTJI6L,1,0,1,0,0
7H8GAR9,1,0,2,0,1
7DQH3BM,1,0,1,1,2
7I8R3Q8,1,0,0,1,1
7HZGRCK,1,0,0,1,0
7LIWKUI,1,0,1,1,2
7LV9FV2,1,0,1,0,1
7MI865S,1,0,1,0,2
7KFD5FR,1,0,0,2,0
7M6XQ2W,1,0,1,0,2
7KXHHW2,1,0,0,1,0
7MA6837,1,0,0,1,0
7O6RB6G,1,0,1,0,1
7OXN7WH,1,0,0,1,0
7QTUEPJ,1,0,1,0,0
7RAZNQH,1,0,1,1,1
7SVPGS6,1,0,1,0,1
7SFR4BJ,1,0,0,1,2
7WDVPCM,1,0,1,0,2
7RK59H8,1,0,2,0,0
7XWGD8D,1,0,1,1,0
7XLPU3T,1,0,0,2,3
7VC7QI1,1,0,1,0,0
7WFOT1D,1,0,2,0,0
7W78OKV,1,0,0,1,0
7W4NNJM,1,0,2,0,0
7VSTEYC,1,0,1,0,1
7ZT9RB2,1,0,1,0,1
7PYTOV2,1,0,0,1,0
825B929,1,0,0,1,0
832TWNA,1,0,0,1,2
842FY3C,1,0,0,1,1
86CFITH,1,0,1,0,1
86RRG1P,1,0,0,2,1
8BNELDN,1,0,1,0,3
86KOCTD,1,0,3,0,0
86532AA,1,0,1,0,0
84JLBRZ,1,0,1,1,2
8CECRKH,1,0,1,0,0
8I2BUUW,1,0,2,0,1
8CDM1LS,1,0,1,1,0
8DOBOHL,1,0,0,1,1
8EKHGF4,1,0,1,1,1
8DCWOK4,1,0,2,1,0
8B4MYH8,1,0,2,0,2
8A9OBL2,1,0,1,2,0
8IZLHVO,1,0,1,1,0
8MICE6I,1,0,1,0,2
8MPJ1MT,1,0,0,1,2
8LRPZOZ,1,0,1,0,0
8DLFXK2,1,0,0,1,0
8OYG3Y1,1,0,0,2,2
8PV1YBP,1,0,0,1,0
8NODBYP,1,0,1,0,4
8KVGUVB,1,0,0,1,0
8RPH398,1,0,1,0,0
8UJ39LH,1,0,1,0,0
8QUO716,1,0,1,3,1
8RNFKC3,1,0,1,1,1
8QN8G4A,1,0,0,1,0
8RKL9FS,1,0,1,0,1
8RVCW77,1,0,0,1,1
8PQ4QEP,1,0,0,1,3
8U1F8FX,1,0,1,1,1
8TPNHO4,1,0,1,0,1
8K4QNR2,1,0,0,1,1
91AJ9HN,1,0,3,1,0
8UP3RZG,1,0,0,1,1
8SZ1YF3,1,0,0,1,2
8SLZN5Y,1,0,0,1,1
8QDY55S,1,0,1,1,2
8T5BTFH,1,0,1,1,0
8OORNC5,1,0,1,2,1
8TI6FUN,1,0,1,0,0
8XZBO46,1,0,0,2,0
8SERSDB,1,0,2,1,0
95W1QES,1,0,0,1,0
8X71KIX,1,0,0,1,1
923AJHA,1,0,1,0,0
8YADTVH,1,0,2,0,1
95Y1XML,1,0,0,1,1
98LQZRJ,1,0,0,1,0
95KFJXF,1,0,1,0,1
932Z8MU,1,0,0,1,0
97BCUI9,1,0,1,0,0
99G11O7,1,0,3,0,0
9C6BFS9,1,0,1,2,0
93D8A51,1,0,1,0,1
98BY6IC,1,0,0,1,0
9BTI9PL,1,0,0,1,1
9C3C6HM,1,0,0,2,0
9KI3CVA,1,0,1,0,5
9ABBGZ2,1,0,0,3,1
98XGPFR,1,0,0,1,2
9D9WXY3,1,0,1,0,1
9AYHGMP,1,0,0,1,2
9JAWO27,1,0,1,0,1
9M79RWK,1,0,1,0,3
9IR19RY,1,0,0,1,1
9F4ED21,1,0,1,1,0
9FSZNSW,1,0,1,1,0
9GSXR8P,1,0,2,0,0
9LY2YL4,1,0,1,1,0
9A2YTSR,1,0,1,1,0
9KKPUQK,1,0,1,0,2
9MMHAAR,1,0,2,0,0
9PLECKI,1,0,1,0,0
9MMQGA8,1,0,3,0,0
9TQKQFE,1,0,0,1,1
9KZDBG2,1,0,0,1,1
9P72BTE,1,0,1,1,0
9MEHIZX,1,0,1,0,0
9RYNKGP,1,0,2,0,0
9QKEJEW,1,0,1,0,0
9SIRXGZ,1,1,1,1,1
9MZEYOU,1,0,1,1,0
9VOQYJD,1,0,1,0,0
9MXLTYT,1,0,1,0,0
9P37WDO,1,0,2,0,2
9QWKOWN,1,0,1,0,2
9SNC22G,1,0,1,0,1
9R6ZOI5,1,0,1,0,0
9V117FX,1,0,2,2,1
