Seed,Score,Negative_Jokers,Negative_Blueprint,Negative_Brainstorm,Blueprint,Brainstorm,Perkeo,Odd_Todd,Negative_Odd_Todd,9,Magic_Trick,Illusion,DNA,Pareidolia,Golden_Ticket
C6BZ5AQH,28,1,0,0,0,1,1,1,0,10,0,0,0,0,0
C6C9CA2Q,28,1,0,0,0,0,1,0,0,11,0,0,0,1,0
C6D5CZ3I,28,1,0,0,0,1,1,0,0,11,0,0,0,0,0
CXPWNN,28,0,0,0,0,0,1,0,0,10,2,0,0,1,0
D6C9GA,28,1,0,0,0,0,1,1,0,10,0,0,1,0,0
F1X717,28,1,0,0,0,1,1,0,0,11,0,0,0,0,0
F8RHF3DL,28,0,0,0,0,0,1,2,0,10,1,0,0,0,0
F8SQNUXG,28,0,0,0,0,0,2,0,0,10,0,0,1,1,0
F8T49L3O,28,1,0,0,0,0,1,0,0,10,1,1,0,0,0
F8T7N4RC,28,1,0,0,1,0,1,0,0,10,0,0,0,1,0
F8TN1F87,28,0,0,0,0,0,1,0,0,10,0,0,0,2,1
F8TZUC6R,28,0,0,0,0,0,1,1,0,10,2,0,0,0,0
F8UIAX4B,28,0,0,0,0,0,1,2,0,10,0,0,0,0,1
F8UXKOK1,28,0,0,0,0,0,2,1,0,10,1,0,0,0,0
F8V2C9Y7,28,1,0,0,0,0,1,0,0,10,1,0,1,0,0
F8VAGIO8,28,0,0,0,0,0,1,0,0,11,0,0,0,0,2
F8W1FQY1,28,1,0,0,1,0,1,1,0,10,0,0,0,0,0
F8W3ZD3G,28,0,0,0,0,0,2,1,0,10,0,0,0,1,0
F8WS1SFP,28,0,0,0,0,0,2,0,0,10,1,0,1,0,0
F8WYYM6P,28,1,0,0,1,0,1,0,0,10,0,0,0,1,0
F8XEWGBY,28,1,0,0,0,1,1,1,0,10,0,0,0,0,0
F8YDYTSP,28,1,0,0,0,0,1,1,0,10,1,0,0,0,0
F8YOX99H,28,1,0,0,0,0,1,1,1,10,0,0,0,0,0
F8ZYFBZ9,28,1,0,0,0,1,1,0,0,10,1,0,0,0,0
F8ZYKCG1,28,1,0,0,0,0,1,1,0,10,1,0,0,0,0
F9162J9L,28,0,0,0,0,0,1,2,0,10,1,0,0,0,0
F9255MB2,28,0,0,0,0,0,2,1,0,10,1,0,0,0,0
F92FLULI,28,1,0,0,1,0,1,0,0,11,0,0,0,0,0
F93KW6TI,28,0,0,0,0,0,2,1,0,10,1,0,0,0,0
F93U28AT,28,0,0,0,0,0,1,0,0,10,1,0,0,2,0
F94FRE5N,28,1,0,0,0,0,1,0,0,11,0,0,0,1,0
F94UQTCW,28,0,0,0,0,0,1,1,0,10,2,0,0,0,0
F9548ZK5,28,0,0,0,0,0,2,1,0,10,0,0,0,1,0
F958P4DV,28,0,0,0,0,0,2,1,0,10,0,0,0,1,0
F96FAVYU,28,1,0,0,0,0,1,1,0,10,1,0,0,0,0
F96MCM4L,28,1,0,0,0,1,1,0,0,11,0,0,0,0,0
F973W61V,28,0,0,0,0,0,1,1,0,10,2,0,0,0,0
F97PJAZO,28,1,0,0,0,0,1,0,0,10,1,1,0,0,0
F99B4TNT,28,1,0,0,0,1,1,1,0,10,0,0,0,0,0
F9BVXJBP,28,0,0,0,0,0,2,1,0,11,0,0,0,0,0
F9D9NASI,28,1,0,0,0,0,1,1,0,10,0,0,0,1,0
F9DT2J9J,28,1,0,0,0,0,1,1,0,11,0,0,0,0,0
F9E415ZF,28,0,0,0,0,0,2,1,0,10,1,0,0,0,0
F9FFMG6J,28,1,0,0,0,0,1,1,0,10,0,0,1,0,0
F9G5FNOH,28,0,0,0,0,0,1,0,0,11,2,0,0,0,0
F9H7SFO6,28,0,0,0,0,0,2,0,0,11,0,0,0,1,0
G2TV3Z,28,1,0,0,1,0,1,1,0,10,0,0,0,0,0
G8F89G,28,1,0,0,0,0,1,0,0,10,1,1,0,0,0
GE61S7,28,1,0,0,0,0,1,1,0,10,1,0,0,0,0
KBNXZCIF,28,0,0,0,0,0,1,2,0,11,0,0,0,0,0
KBOXVONB,28,1,0,0,0,0,1,1,0,11,0,0,0,0,0
KBQUSEMN,28,1,0,0,0,0,1,1,0,10,0,0,0,1,0
KBR4IU7T,28,1,0,0,0,1,1,0,0,10,0,0,0,0,1
LZFY8C,28,1,0,0,0,0,1,1,0,10,0,0,1,0,0
MOBFPH,28,1,0,0,1,0,1,1,0,10,0,0,0,0,0
RUB3U867,28,1,0,0,0,0,1,1,0,11,0,0,0,0,0
RUC84KQZ,28,1,0,0,1,0,1,0,0,10,1,0,0,0,0
RUCYXLLJ,28,1,0,0,0,0,1,1,0,10,1,0,0,0,0
RUDGTAWW,28,0,0,0,1,0,2,0,0,11,0,0,0,0,0
RUFDYWZJ,28,1,0,0,0,0,1,1,0,10,1,0,0,0,0
RUFNU6WB,28,0,0,0,0,0,1,0,0,10,2,1,0,0,0
RUFVQ3SS,28,1,0,0,1,0,1,0,0,10,1,0,0,0,0
RUG2K1RD,28,0,0,0,0,0,2,1,0,11,0,0,0,0,0
RUGCEJCU,28,1,0,0,0,0,1,1,0,10,1,0,0,0,0
RUGD48AX,28,1,0,0,0,0,1,0,0,11,1,0,0,0,0
RUGSK8MM,28,0,0,0,0,0,2,0,0,11,1,0,0,0,0
RUGWNN2T,28,1,0,0,0,0,1,1,0,10,1,0,0,0,0
RUH55YOA,28,1,0,0,0,0,1,0,0,11,0,0,1,0,0
RUJY326K,28,0,0,0,0,0,1,0,0,10,1,0,0,0,2
RUK8LFPT,28,1,0,0,0,0,1,0,0,10,1,1,0,0,0
RUKHMWJL,28,0,0,0,0,0,1,1,0,10,2,0,0,0,0
RUKZK7HK,28,1,0,0,1,0,1,1,0,10,0,0,0,0,0
RULL4GHI,28,0,0,0,1,0,1,0,0,10,0,0,0,0,2
RUMGFUP1,28,1,0,0,0,0,1,0,0,10,1,0,0,1,0
RUMRE31Y,28,0,0,0,0,0,2,0,0,12,0,0,0,0,0
RUNKSM29,28,1,0,0,0,0,1,0,0,10,1,0,0,0,1
RUOOUCEK,28,1,0,0,0,0,1,1,0,10,1,0,0,0,0
RUOWYAK9,28,1,0,0,0,1,1,0,0,10,0,0,0,1,0
RUP6YH95,28,0,0,0,0,0,2,0,0,10,0,0,1,0,1
RUPCESEE,28,1,0,0,0,1,1,0,0,10,1,0,0,0,0
RUPUVSP9,28,0,0,0,1,0,1,0,0,10,2,0,0,0,0
RUPWME6T,28,0,0,0,0,0,2,0,0,11,1,0,0,0,0
RUQVQYST,28,0,0,0,1,0,2,1,0,10,0,0,0,0,0
RURM44EL,28,0,0,0,1,0,2,0,0,11,0,0,0,0,0
RUSK1UQ5,28,0,0,0,0,0,1,2,0,10,1,0,0,0,0
RUSZOUOC,28,1,0,0,0,0,1,1,0,11,0,0,0,0,0
RUTLB22B,28,0,0,0,0,0,2,1,0,10,1,0,0,0,0
RUUCW9VB,28,0,0,0,1,0,1,0,0,10,2,0,0,0,0
RUUIJO6B,28,1,0,0,0,0,1,0,0,11,0,0,0,1,0
RUVONIPE,28,0,0,0,0,0,1,1,0,10,0,0,0,0,2
RUWBM91F,28,1,0,0,0,0,1,0,0,11,1,0,0,0,0
Z5SSM,28,1,0,0,0,0,1,1,0,10,1,0,0,0,0
ZRVI1ICH,28,0,0,0,0,1,2,1,0,10,0,0,0,0,0
ZRVT38OU,28,0,0,0,0,0,1,0,0,10,2,0,0,1,0
ZRW8IL4U,28,0,0,0,0,0,2,0,0,10,1,1,0,0,0
ZRWLUAOJ,28,1,0,0,0,0,1,0,0,12,0,0,0,0,0
ZRWZFMXV,28,1,0,0,0,1,1,0,0,11,0,0,0,0,0
ZRXYYCOS,28,1,0,0,0,1,1,1,0,10,0,0,0,0,0
ZRYG571X,28,1,0,0,0,0,1,1,0,11,0,0,0,0,0
ZRYIAZHD,28,0,0,0,0,0,2,1,0,10,1,0,0,0,0
ZRYLQ4D5,28,0,0,0,0,1,1,2,0,10,0,0,0,0,0
12KLCE,27,0,0,0,0,0,1,0,0,10,1,0,0,1,0
1961KR,27,0,0,0,0,0,1,0,0,11,1,0,0,0,0
1CMQNY,27,0,0,0,1,0,1,0,0,10,1,0,0,0,0
1GMO9D,27,0,0,0,0,0,1,1,0,10,0,0,0,1,0
1R1PWV,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
1XYIM3,27,1,0,0,0,0,2,1,0,10,0,0,0,0,0
226SEC,27,0,0,0,1,0,1,0,0,11,0,0,0,0,0
2DI4E3,27,0,0,0,0,0,1,0,0,11,1,0,0,0,0
2E4HJ7,27,0,0,0,0,0,1,0,0,10,0,0,1,1,0
2EDCDX,27,0,0,0,0,0,1,1,0,10,0,0,0,1,0
2ID63A,27,0,0,0,0,0,1,1,0,11,0,0,0,0,0
2KM19O,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
2OZXHK,27,0,0,0,0,0,1,0,0,10,1,1,0,0,0
341TDP,27,0,0,0,0,0,1,0,0,10,1,1,0,0,0
3IMZT4,27,0,0,0,0,0,1,1,0,10,0,0,1,0,0
3J9U7X,27,0,0,0,0,1,1,1,0,10,0,0,0,0,0
3SHU4X,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
44C3ZS,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
46FZJK,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
4L8AUQ,27,0,0,0,1,0,1,1,0,10,0,0,0,0,0
4LDUU2,27,0,0,0,0,0,1,0,0,11,1,0,0,0,0
4XAP2N,27,0,0,0,0,0,1,0,0,12,0,0,0,0,0
51S8BM,27,0,0,0,0,0,1,0,0,10,1,1,0,0,0
54PSRG,27,0,0,0,0,0,1,0,0,11,0,0,0,1,0
56XUAH,27,0,0,0,0,0,1,0,0,10,1,1,0,0,0
5FVQBZ,27,0,0,0,0,0,1,1,0,10,0,0,0,1,0
5IFW5K,27,1,0,0,0,0,2,0,0,10,0,0,0,1,0
5LRV7P,27,0,0,0,0,1,1,1,0,10,0,0,0,0,0
5PUQDG,27,0,0,0,0,0,1,0,0,11,1,0,0,0,0
5VA2UB,27,0,0,0,0,0,1,0,0,12,0,0,0,0,0
6RUFLV,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
753ZX5,27,0,0,0,0,1,1,0,0,10,1,0,0,0,0
78AHUX,27,0,0,0,0,0,1,0,0,10,1,1,0,0,0
79GDH7,27,0,0,0,0,0,1,0,0,12,0,0,0,0,0
7AXXAC,27,0,0,0,0,0,1,0,0,10,1,1,0,0,0
7BOHYG,27,0,0,0,1,1,1,0,0,10,0,0,0,0,0
7H59VV,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
7HNRM4,27,0,0,0,0,0,1,1,0,10,0,0,1,0,0
7JEIU6,27,0,0,0,0,0,1,0,0,10,1,0,1,0,0
7MSTYC,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
7SNVDQ,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
7TQIM2,27,0,0,0,0,0,1,1,0,11,0,0,0,0,0
85MENE,27,0,0,0,1,0,1,1,0,10,0,0,0,0,0
87J5F4,27,0,0,0,1,0,1,0,0,11,0,0,0,0,0
8CY2I9,27,0,0,0,0,0,1,0,0,10,1,0,1,0,0
8JYVT3,27,0,0,0,0,0,1,0,0,10,1,0,0,1,0
9AMKBM,27,0,0,0,0,0,1,0,0,10,1,1,0,0,0
9CZCAW,27,0,0,0,1,0,1,0,0,11,0,0,0,0,0
9F26VO,27,0,0,0,1,1,1,0,0,10,0,0,0,0,0
9FU1O4,27,0,0,0,0,0,1,0,0,11,0,0,1,0,0
9FW2NT,27,0,0,0,1,0,1,1,0,10,0,0,0,0,0
9IQTT1,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
9KC6TC,27,0,0,0,0,0,1,1,0,10,0,0,0,1,0
9VGT2J,27,0,0,0,0,1,1,0,0,10,1,0,0,0,0
9W6TLE,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
A2GZT,27,1,0,0,0,0,2,1,0,10,0,0,0,0,0
A79VQ6,27,1,0,0,0,0,2,0,0,10,1,0,0,0,0
A9K3R,27,0,0,0,1,0,1,0,0,11,0,0,0,0,0
A9QFKK,27,0,0,0,1,0,1,0,0,11,0,0,0,0,0
AUS392,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
AZ15WJ,27,0,0,0,0,0,1,0,0,11,1,0,0,0,0
AZ7XLR,27,0,0,0,0,0,1,1,0,10,0,0,0,1,0
B1XLUW,27,0,0,0,0,0,1,0,0,10,1,0,0,1,0
B42G6B,27,0,0,0,1,0,1,0,0,11,0,0,0,0,0
B491JP,27,0,0,0,0,0,1,0,0,10,1,0,1,0,0
B6O45V,27,0,0,0,0,0,1,1,0,10,0,0,0,1,0
B6V875,27,0,0,0,0,1,1,0,0,10,0,0,0,1,0
BD81L4,27,0,0,0,0,0,1,1,0,10,0,0,0,1,0
BVQXN4Q7,27,0,0,0,0,0,1,3,0,10,0,0,0,0,0
BVQYFPYX,27,0,0,0,0,1,1,0,0,10,1,0,0,0,0
BVQYTOKD,27,0,0,0,0,0,1,1,0,11,0,0,0,0,0
BVR2IKKO,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
BVRCWDNJ,27,0,0,0,0,0,1,0,0,10,1,0,0,1,0
BVRNXODO,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
BVRPXL5F,27,0,0,0,0,0,1,0,0,11,1,0,0,0,0
C3O3XV,27,0,0,0,0,0,1,0,0,10,1,0,1,0,0
C53EOMJG,27,0,0,0,0,0,1,0,0,11,1,0,0,0,0
C53GBE81,27,0,0,0,0,0,1,1,0,10,0,0,0,1,0
C53I353R,27,0,0,0,0,1,1,1,0,10,0,0,0,0,0
C53ICLBV,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
C53TD3VB,27,0,0,0,1,0,1,0,0,10,1,0,0,0,0
C53X8UVX,27,0,0,0,0,0,1,0,0,10,0,0,1,0,1
C54BMYJI,27,0,0,0,0,0,1,1,0,11,0,0,0,0,0
C552PW97,27,0,0,0,0,0,1,1,0,11,0,0,0,0,0
C556S9M6,27,0,0,0,0,0,1,1,0,10,0,0,0,1,0
C55DR1Y6,27,0,0,0,0,0,1,0,0,11,0,0,0,1,0
C55GGSDZ,27,0,0,0,0,1,1,1,0,10,0,0,0,0,0
C55JN7EI,27,0,0,0,0,0,1,1,0,11,0,0,0,0,0
C55OK5OU,27,0,0,0,0,1,1,1,0,10,0,0,0,0,0
C55P2M2T,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
C55QRLVA,27,0,0,0,0,1,1,0,0,10,1,0,0,0,0
C55SQC3Z,27,0,0,0,0,0,1,1,0,11,0,0,0,0,0
C561SL1Q,27,0,0,0,0,1,1,0,0,11,0,0,0,0,0
C565JOJI,27,0,0,0,0,0,1,0,0,10,1,0,0,1,0
C56CFKLB,27,0,0,0,0,1,1,0,0,10,1,0,0,0,0
C56CHSCG,27,0,0,0,0,0,1,1,0,10,0,0,1,0,0
C56RNURW,27,0,0,0,0,0,1,0,0,10,1,0,0,1,0
C56UC5U9,27,0,0,0,0,0,1,1,0,10,0,0,0,1,0
C576LDJS,27,0,0,0,0,0,1,1,0,11,0,0,0,0,0
C57B5CF5,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
C57PSI4K,27,0,0,0,0,0,1,0,0,10,1,1,0,0,0
C57WHIIX,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
C57X6OVL,27,0,0,0,0,0,1,0,0,10,1,0,0,1,0
C57Z8OHP,27,0,0,0,0,1,1,1,0,10,0,0,0,0,0
C58197EO,27,0,0,0,0,0,1,0,0,10,0,0,1,0,1
C588JVOM,27,0,0,0,0,0,1,1,0,10,0,0,1,0,0
C589PBZE,27,0,0,0,0,0,1,1,0,11,0,0,0,0,0
C58HZDII,27,0,0,0,1,0,1,0,0,11,0,0,0,0,0
C58MAFPL,27,0,0,0,0,0,1,0,0,12,0,0,0,0,0
C58PQOHG,27,0,0,0,0,0,1,0,0,12,0,0,0,0,0
C58XG3FK,27,0,0,0,0,1,1,1,0,10,0,0,0,0,0
C58ZYEJV,27,0,0,0,1,0,1,1,0,10,0,0,0,0,0
C59A41R1,27,0,0,0,0,0,1,0,0,11,1,0,0,0,0
C59FZCB4,27,0,0,0,0,0,1,1,0,10,0,0,1,0,0
C59JBICV,27,0,0,0,1,0,1,0,0,10,1,0,0,0,0
C59N2RRX,27,0,0,0,0,0,1,1,0,10,0,0,0,1,0
C59UDY9U,27,0,0,0,0,0,1,0,0,10,1,1,0,0,0
C59Z65CG,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
C5A89KNK,27,0,0,0,0,0,1,0,0,10,1,0,0,1,0
C5AAMK5G,27,0,0,0,1,0,1,1,0,10,0,0,0,0,0
C5AHTCG9,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
C5AZD9HH,27,0,0,0,0,0,1,1,0,11,0,0,0,0,0
C5B25NAG,27,0,0,0,0,0,1,1,0,10,0,0,0,1,0
C5BBVG1Y,27,0,0,0,0,0,1,0,0,12,0,0,0,0,0
C5BGHUQH,27,0,0,0,0,1,1,0,0,10,0,0,0,1,0
C5BZ61XR,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
C5C28Y3D,27,0,0,0,0,1,1,0,0,10,0,0,1,0,0
C5C7VUFX,27,0,0,0,0,1,1,1,0,10,0,0,0,0,0
C5CCYW3G,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
C5CFNRHH,27,0,0,0,0,0,1,1,0,10,0,0,1,0,0
C5CK3ET3,27,0,0,0,0,0,3,0,0,10,1,0,0,0,0
C5CPYZTY,27,0,0,0,1,0,1,1,0,10,0,0,0,0,0
C5CRJ35V,27,0,0,0,0,0,1,0,0,11,1,0,0,0,0
C5CWGQO1,27,0,0,0,0,1,1,0,0,10,0,0,1,0,0
C5CYR571,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
C5D7OF9A,27,1,0,0,0,0,2,0,0,10,1,0,0,0,0
C5D9SIBB,27,0,0,0,0,0,1,3,0,10,0,0,0,0,0
C5DEDM7E,27,0,0,0,1,0,1,0,0,11,0,0,0,0,0
C5DEOU9L,27,0,0,0,0,0,1,0,0,10,1,0,1,0,0
C5DR1I1V,27,0,0,0,0,1,1,0,0,10,1,0,0,0,0
C5DR5O14,27,0,0,0,0,0,1,1,0,10,0,0,0,0,1
C5DT34EL,27,0,0,0,0,0,1,0,0,10,1,0,0,1,0
C5DTLWVJ,27,0,0,0,0,0,1,1,0,10,0,0,0,1,0
C5DU7BN9,27,0,0,0,0,0,1,1,0,10,0,0,1,0,0
C5DW4A5Y,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
C5E8QBR8,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
C5E9UBTQ,27,0,0,0,0,0,1,1,0,11,0,0,0,0,0
C5EAM1AM,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
C5ENVUK1,27,0,0,0,0,0,1,1,0,10,0,0,0,1,0
C5EU3UWQ,27,0,0,0,0,0,1,1,0,10,0,0,0,1,0
C5F29P23,27,0,0,0,0,0,1,0,0,11,1,0,0,0,0
C5FANR44,27,0,0,0,0,0,1,1,0,11,0,0,0,0,0
C5FNVR4Z,27,0,0,0,0,0,1,1,0,10,0,0,0,1,0
C5GCRO8L,27,0,0,0,0,0,1,0,0,11,1,0,0,0,0
C5GEPKV5,27,0,0,0,1,0,1,0,0,10,1,0,0,0,0
C5GGA5RK,27,0,0,0,0,0,1,0,0,10,1,0,0,0,1
C5GWOQNZ,27,0,0,0,0,0,1,1,0,10,0,0,0,1,0
C5GWZ52X,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
C5GX51FM,27,0,0,0,0,1,1,1,0,10,0,0,0,0,0
C5H2ORVD,27,0,0,0,0,1,1,1,0,10,0,0,0,0,0
C5H9Y678,27,0,0,0,0,1,1,0,0,11,0,0,0,0,0
C5HJYPXK,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
C5HMA7UE,27,0,0,0,0,1,1,1,0,10,0,0,0,0,0
C5HPTFP5,27,0,0,0,0,0,1,0,0,10,1,0,0,1,0
C5HX6XJL,27,0,0,0,0,0,1,0,0,10,1,0,0,1,0
C5I5FRQH,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
C5I69MFA,27,0,0,0,0,0,1,1,0,11,0,0,0,0,0
C5I77FCL,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
C5I8X1W9,27,0,0,0,0,0,1,0,0,10,1,0,1,0,0
C5IBNAOH,27,0,0,0,0,0,1,0,0,11,1,0,0,0,0
C5ID3VZN,27,0,0,0,0,0,1,0,0,11,1,0,0,0,0
C5IIRZIY,27,0,0,0,0,0,1,1,0,11,0,0,0,0,0
C5IMIVAW,27,0,0,0,0,0,1,0,0,11,1,0,0,0,0
C5IT93EV,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
C5IUC41H,27,0,0,0,0,1,1,0,0,11,0,0,0,0,0
C5IVMSSM,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
C5J4YQS3,27,0,0,0,0,1,1,1,0,10,0,0,0,0,0
C5JAWP25,27,0,0,0,1,0,1,1,0,10,0,0,0,0,0
C5JFR6OG,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
C5JINAFP,27,0,0,0,0,0,1,0,0,11,1,0,0,0,0
C5JLGWJE,27,0,0,0,0,0,1,0,0,10,1,1,0,0,0
C5JSOJVS,27,2,0,0,0,0,1,0,0,10,1,0,0,0,0
C5JSVLFR,27,0,0,0,0,0,1,0,0,10,1,0,0,1,0
C5K4M3LZ,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
C5L113CQ,27,0,0,0,0,0,1,1,0,10,0,0,1,0,0
C5L2AYKH,27,0,0,0,0,0,1,0,0,12,0,0,0,0,0
C5L3RQNJ,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
C5L7J4J5,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
C5L9LE76,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
C5LLXSHH,27,0,0,0,0,0,1,0,0,11,1,0,0,0,0
C5M28BLN,27,0,0,0,0,0,1,1,0,11,0,0,0,0,0
C5M2KHE3,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
C5M39B6O,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
C5MBP4QF,27,0,0,0,0,0,1,0,0,10,1,0,0,1,0
C5MC2O7E,27,0,0,0,0,0,1,0,0,10,1,0,0,1,0
C5MNE4IW,27,0,0,0,0,0,1,0,0,10,1,0,0,1,0
C5MQWF7U,27,0,0,0,0,1,1,0,0,10,0,0,0,1,0
C5MYG5MS,27,0,0,0,0,0,1,1,0,10,0,0,0,1,0
C5N2BKWT,27,0,0,0,1,0,1,1,0,10,0,0,0,0,0
C5N4R5PM,27,0,0,0,0,0,1,1,0,11,0,0,0,0,0
C5N828E4,27,0,0,0,0,1,1,0,0,11,0,0,0,0,0
C5NMYGRY,27,0,0,0,0,0,1,0,0,11,0,0,0,1,0
C5NT3T3Y,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
C5NW9SDN,27,0,0,0,1,0,1,0,0,10,0,0,0,1,0
C5NWBNET,27,0,0,0,0,0,1,0,0,11,1,0,0,0,0
C5O3LFPG,27,0,0,0,1,0,1,0,0,11,0,0,0,0,0
C5O7V5ZB,27,0,0,0,0,0,1,0,0,10,1,0,0,1,0
C5OAU9VL,27,0,0,0,0,0,1,1,0,10,0,0,0,0,1
C5OSEEYR,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
C5OTRTO1,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
C5P1ITCG,27,1,0,0,0,0,1,2,0,10,0,0,0,0,0
C5PFQ2P6,27,0,0,0,0,0,1,0,0,12,0,0,0,0,0
C5PKKEDA,27,0,0,0,0,0,1,0,0,10,1,0,1,0,0
C5PRNERE,27,0,0,0,0,0,1,1,0,10,0,0,0,1,0
C5PTQ1BQ,27,0,0,0,0,0,1,0,0,12,0,0,0,0,0
C5PXQJOY,27,0,0,0,0,0,1,0,0,11,1,0,0,0,0
C5PZB15M,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
C5QHTSR3,27,0,0,0,0,0,1,0,0,11,1,0,0,0,0
C5QM5V8W,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
C5QOE9EL,27,0,0,0,0,1,1,0,0,10,1,0,0,0,0
C5QS4B1A,27,0,0,0,0,0,1,1,0,11,0,0,0,0,0
C5RGP1QU,27,0,0,0,0,1,1,0,0,10,0,0,0,1,0
C5RNSIXV,27,0,0,0,0,0,1,0,0,11,0,0,0,1,0
C5S6T8Q4,27,0,0,0,0,0,1,0,0,10,1,0,0,1,0
C5SG1I3O,27,0,0,0,0,0,1,1,0,10,0,0,1,0,0
C5SG1YFJ,27,0,0,0,0,0,1,0,0,12,0,0,0,0,0
C5SNLERL,27,0,0,0,0,0,1,0,0,12,0,0,0,0,0
C5SQ3K7B,27,0,0,0,1,0,1,1,0,10,0,0,0,0,0
C5T5IR28,27,0,0,0,0,0,1,1,0,11,0,0,0,0,0
C5T72K8S,27,0,0,0,0,1,1,0,0,10,1,0,0,0,0
C5T8OEZ3,27,0,0,0,0,0,1,0,0,11,0,0,1,0,0
C5TB63DW,27,0,0,0,0,0,1,0,0,10,1,0,0,0,1
C5TF3E5C,27,0,0,0,0,0,1,1,0,10,0,0,0,1,0
C5TKWPQH,27,0,0,0,0,0,1,0,0,10,1,1,0,0,0
C5TM4B7D,27,0,0,0,0,0,1,1,0,11,0,0,0,0,0
C5TTFY7U,27,0,0,0,0,1,1,0,0,10,0,0,1,0,0
C5TU1OOI,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
C5TXWJWB,27,0,0,0,0,0,1,1,0,10,0,0,1,0,0
C5U2J6QY,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
C5U5FX48,27,0,0,0,0,1,1,1,0,10,0,0,0,0,0
C5U6UT1G,27,0,0,0,0,0,1,1,0,11,0,0,0,0,0
C5UBIIPW,27,0,0,0,0,0,1,0,0,10,1,1,0,0,0
C5UIY9HA,27,0,0,0,1,0,1,0,0,10,1,0,0,0,0
C5UMIB2P,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
C5URU638,27,0,0,0,0,0,1,1,0,10,0,0,0,1,0
C5V1WNIV,27,0,0,0,0,0,1,1,0,11,0,0,0,0,0
C5VP89MN,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
C5VX7T4H,27,0,0,0,0,1,1,0,0,10,0,0,0,1,0
C5VXZTCI,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
C5VZEODS,27,0,0,0,0,1,1,0,0,11,0,0,0,0,0
C5W7VLPY,27,0,0,0,0,0,1,0,0,11,0,0,0,1,0
C5WB8JNR,27,0,0,0,0,0,1,0,0,11,0,0,0,1,0
C5WJXIOI,27,0,0,0,0,0,1,0,0,11,0,0,0,1,0
C5WUF9WF,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
C5X1T11E,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
C5X31L58,27,0,0,0,0,1,1,0,0,11,0,0,0,0,0
C5X8H8UP,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
C5X8QUWY,27,0,0,0,0,0,1,1,0,10,0,0,0,1,0
C5XHKXUT,27,0,0,0,0,0,1,0,0,12,0,0,0,0,0
C5XL8U14,27,0,0,0,0,0,1,0,0,12,0,0,0,0,0
C5XQ77HR,27,0,0,0,0,0,1,1,0,11,0,0,0,0,0
C5XQDKC1,27,0,0,0,0,0,1,1,0,10,1,0,0,0,0
