Seed,Score,Negative_Jokers,Negative_Blueprint,Negative_Brainstorm,Blueprint,Brainstorm,Perkeo,Odd_Todd,Negative_Odd_Todd,9,Magic_Trick,Illusion,DNA,Pareidolia,Golden_Ticket
C5V49RXJ,31,0,0,0,0,0,1,1,0,11,0,0,1,1,0
C5VPOS3N,31,0,0,0,0,1,1,1,0,12,0,0,0,0,0
C5W7MW2L,31,0,0,0,0,0,1,1,0,11,1,1,0,0,0
C5X255HR,31,0,0,0,0,0,1,0,0,13,0,0,1,0,0
C5X47DLT,31,0,0,0,0,1,1,1,0,10,1,0,0,1,0
C5XCZFTN,31,0,0,0,0,1,1,1,0,11,1,0,0,0,0
C5XT4WE1,31,0,0,0,0,0,1,1,0,10,1,0,1,1,0
C5ZG3GIP,31,0,0,0,0,1,1,1,0,10,1,0,0,1,0
C5ZOLXLA,31,0,0,0,0,0,1,1,0,12,0,0,0,0,1
C5ZUW7H1,31,0,0,0,0,0,1,1,0,13,0,0,0,0,0
C61EDD1V,31,0,0,0,0,0,1,0,0,12,1,1,0,0,0
C61JH6LG,31,0,0,0,0,0,1,0,0,11,1,0,1,0,1
C61QTNNG,31,0,0,0,0,0,1,1,0,11,1,0,1,0,0
C62XCQKA,31,0,0,0,0,1,1,1,0,12,0,0,0,0,0
C63BI3VJ,31,0,0,0,1,0,1,0,0,13,0,0,0,0,0
C63RF9NL,31,0,0,0,0,0,1,1,0,11,1,0,0,1,0
C64CJCKT,31,0,0,0,0,0,1,1,0,10,1,1,0,1,0
C64MX13F,31,0,0,0,1,0,1,0,0,11,1,0,1,0,0
C65OKAFE,31,0,0,0,0,0,1,1,0,12,0,0,0,1,0
C65VY8EC,31,0,0,0,1,0,1,0,0,12,0,0,1,0,0
C675LM36,31,0,0,0,1,0,1,1,0,12,0,0,0,0,0
C678MNY2,31,0,0,0,1,1,1,0,0,12,0,0,0,0,0
C6798HGM,31,0,0,0,1,0,1,1,0,10,1,0,1,0,0
C687Q74B,31,0,0,0,0,0,1,1,0,10,1,1,1,0,0
C68FRW3U,31,0,0,0,0,1,1,0,0,12,1,0,0,0,0
C68FS24B,31,0,0,0,0,0,1,1,0,12,1,0,0,0,0
C68SR4M2,31,0,0,0,0,0,1,0,0,12,1,0,1,0,0
C68YQTPK,31,0,0,0,0,1,2,2,0,10,1,0,0,0,0
C69DX6KY,31,0,0,0,0,0,1,1,0,10,1,1,1,0,0
C69F493W,31,0,0,0,0,0,1,1,0,12,1,0,0,0,0
C6A61XW1,31,0,0,0,0,0,1,0,0,10,1,0,0,2,2
C6AWFTZT,31,0,0,0,1,0,2,2,0,10,1,0,0,0,0
C6B2W2VN,31,0,0,0,0,0,1,0,0,12,1,0,0,1,0
C6B3HMNE,31,0,0,0,0,0,1,0,0,13,1,0,0,0,0
C6BHB67O,31,0,0,0,0,1,1,1,0,10,0,0,1,1,0
C6BHM2ZJ,31,0,0,0,0,0,1,1,0,13,0,0,0,0,0
C6BOSYBB,31,0,0,0,0,0,1,0,0,12,1,0,1,0,0
C6C59OOR,31,0,0,0,0,0,1,1,0,11,1,0,0,1,0
C6CBMD2Z,31,0,0,0,0,0,1,1,0,11,1,0,0,1,0
CBTFH2,31,0,0,0,0,0,1,0,0,11,1,1,1,0,0
CSHCVA,31,1,0,0,0,0,1,3,0,10,0,0,0,2,0
DUB8Q8,31,0,0,0,1,0,1,1,0,10,1,0,1,0,0
DUCE96,31,0,0,0,1,0,1,1,0,11,0,0,1,0,0
EWYMAK,31,0,0,0,0,0,1,0,0,14,0,0,0,0,0
F6XADW,31,0,0,0,0,1,1,0,0,10,1,1,1,0,0
F8OR1ULV,31,0,0,0,0,0,1,1,0,11,1,0,0,1,0
F8PDO5C1,31,0,0,0,1,0,1,0,0,11,1,0,1,0,0
F8PPLULJ,31,0,0,0,0,0,1,1,0,10,1,1,0,1,0
F8Q3KXT8,31,0,0,0,1,1,1,1,0,10,1,0,0,0,0
F8QBGYFB,31,0,0,0,1,1,1,1,0,10,0,0,0,1,0
F8R5VJDY,31,1,0,0,0,2,1,1,0,10,0,0,0,0,1
F8RURAX2,31,0,0,0,1,0,1,1,0,11,0,0,1,0,0
F8S6LNJE,31,0,0,0,0,1,1,0,0,11,1,0,1,0,0
F8TT14XC,31,0,0,0,0,0,1,0,0,12,1,0,0,1,0
F8UPR1FX,31,0,0,0,0,1,1,0,0,12,0,0,1,0,0
F8USQ6CE,31,1,0,0,0,1,1,2,0,10,1,0,0,0,0
F8VGFXBJ,31,0,0,0,0,0,1,1,0,10,1,1,1,0,0
F8WQUNZT,31,0,0,0,0,0,1,1,0,11,1,0,0,1,0
F8WS5YFL,31,0,0,0,0,1,1,0,0,10,1,0,0,1,1
F8XMKLAB,31,0,0,0,0,1,1,1,0,10,0,0,1,1,0
F8XNDFA1,31,0,0,0,1,0,1,0,0,12,1,0,0,0,0
F8YDS9JA,31,0,0,0,0,0,1,1,0,10,1,1,0,1,0
F91F8A2D,31,0,0,0,0,0,1,1,0,13,0,0,0,0,0
F91O5TID,31,0,0,0,0,0,1,1,0,12,0,0,1,0,0
F93GA1K8,31,0,0,0,0,1,1,1,0,11,1,0,0,0,0
F9416OE1,31,0,0,0,0,0,1,1,0,12,0,0,0,1,0
F94GIO7J,31,0,0,0,0,0,1,1,0,12,1,0,0,0,0
F957BGKJ,31,0,0,0,1,0,1,1,0,12,0,0,0,0,0
F975L3QC,31,0,0,0,1,0,1,1,0,12,0,0,0,0,0
F9823RM7,31,0,0,0,0,1,1,1,0,12,0,0,0,0,0
F988L6PJ,31,0,0,0,1,1,1,0,0,10,1,1,0,0,0
F98HR4I5,31,0,0,0,0,0,1,1,0,13,0,0,0,0,0
F99MNHJE,31,0,0,0,0,0,1,1,0,12,1,0,0,0,0
F9A1US6C,31,0,0,0,1,0,1,0,0,11,1,0,0,1,0
F9A4FBD1,31,0,0,0,0,0,1,1,0,12,0,0,1,0,0
F9A8EVAN,31,0,0,0,0,0,1,1,0,13,0,0,0,0,0
F9A9XS7T,31,0,0,0,0,0,1,1,0,11,1,0,1,0,0
F9AGNJ7A,31,0,0,0,0,1,1,0,0,12,0,0,1,0,0
F9DCR5QU,31,0,0,0,0,0,1,1,0,11,1,0,0,1,0
F9DTBFRF,31,0,0,0,0,1,1,1,0,11,1,0,0,0,0
F9DVL5P6,31,0,0,0,0,0,1,1,0,10,0,0,0,1,3
F9EJQ62P,31,0,0,0,0,0,1,0,0,11,1,1,0,1,0
F9FWD4OC,31,0,0,0,0,0,1,0,0,10,1,1,1,0,1
F9GHTS2R,31,0,0,0,0,0,1,1,0,11,1,1,0,0,0
F9GSY41Q,31,0,0,0,0,0,1,0,0,11,1,0,0,1,1
FA8P4E,31,0,0,0,0,1,1,1,0,12,0,0,0,0,0
FWJ21O,31,0,0,0,0,0,1,1,0,11,1,0,0,1,0
FX1WHE,31,0,0,0,0,0,1,0,0,13,0,0,1,0,0
GETTUK,31,0,0,0,0,0,1,1,0,11,1,0,1,0,0
KBOY1YIO,31,0,0,0,0,0,1,1,0,12,0,0,1,0,0
KBPMXGSE,31,0,0,0,0,1,1,0,0,10,1,1,0,1,0
KBR5YWXP,31,0,0,0,0,0,1,0,0,14,0,0,0,0,0
KBX6W,31,0,0,0,0,0,1,1,0,12,1,0,0,0,0
LMKGEC5,31,0,0,0,0,0,1,1,0,12,1,0,0,0,0
LMLAO9Q,31,0,0,0,0,0,1,1,0,13,0,0,0,0,0
LNCVKK7,31,0,0,0,0,1,1,1,0,11,0,0,1,0,0
LNISGFS,31,0,0,0,1,0,1,1,0,12,0,0,0,0,0
LNLUOEI,31,0,0,0,0,0,1,1,0,11,1,1,0,0,0
LNLYEU3,31,0,0,0,0,1,3,1,0,10,1,0,0,0,0
LNSDNRC,31,0,0,0,0,0,1,1,0,12,1,0,0,0,0
LRCSO4,31,0,0,0,1,0,1,1,0,10,1,1,0,0,0
MIN9AO,31,0,0,0,1,0,1,1,0,10,1,0,1,0,0
RUC7ZJSP,31,0,0,0,0,1,1,0,0,12,1,0,0,0,0
RUDHS95I,31,0,0,0,0,1,1,1,0,10,1,0,0,1,0
RUE7XX7W,31,0,0,0,0,0,1,0,0,12,1,0,0,1,0
RUEZWJDL,31,0,0,0,0,1,1,0,0,11,1,0,0,1,0
RUFHQTXL,31,0,0,0,1,0,1,1,0,10,0,0,0,1,1
RUFU2SRB,31,0,0,0,0,0,1,0,0,12,1,0,1,0,0
RUGA2IXV,31,0,0,0,0,0,1,1,0,10,1,0,1,1,0
RUGEMB9G,31,0,0,0,0,1,1,1,0,11,0,0,1,0,0
RUHGP3OF,31,0,0,0,0,1,1,1,0,11,0,0,1,0,0
RUILVTLU,31,0,0,0,0,0,1,1,0,12,1,0,0,0,0
RUM6ZM8G,31,0,0,0,0,0,1,1,0,12,1,0,0,0,0
RUMHBBAK,31,0,0,0,0,1,1,0,0,13,0,0,0,0,0
RUNQ95JZ,31,0,0,0,0,0,1,0,0,12,1,0,1,0,0
RUO724LS,31,0,0,0,1,0,1,0,0,11,1,1,0,0,0
RUORZ721,31,0,0,0,0,0,1,1,0,11,1,1,0,0,0
RUOT3TCZ,31,1,0,0,0,2,1,1,0,10,1,0,0,0,0
RUPNGNKT,31,2,0,0,0,0,3,0,0,11,0,0,0,1,0
RUQH1HGL,31,0,0,0,0,0,1,1,0,12,0,0,1,0,0
RURFWC3D,31,0,0,0,0,0,1,1,0,10,1,1,0,1,0
RURMA2R7,31,0,0,0,0,0,1,1,0,11,1,0,0,1,0
RUS2IRY6,31,0,0,0,0,1,1,1,0,10,1,0,1,0,0
RUS4ZY9H,31,0,0,0,0,0,1,1,0,12,1,0,0,0,0
RUSF1XDI,31,0,0,0,0,0,1,0,0,11,1,1,0,1,0
RUSJYVH6,31,0,0,0,0,0,1,1,0,11,1,0,0,1,0
RUSXMQKV,31,0,0,0,0,0,1,1,0,11,1,0,1,0,0
RUTDEW9W,31,1,0,0,0,0,2,1,0,10,1,1,0,0,0
RUU8EQEW,31,0,0,0,0,0,1,1,0,11,1,0,0,1,0
RUU8O22I,31,0,0,0,0,0,1,0,0,10,1,1,1,1,0
RUUF7YA6,31,0,0,0,0,0,1,1,0,10,1,0,0,1,1
RUUKIAQ9,31,0,0,0,1,0,1,1,0,11,0,0,0,1,0
RUUOFG2R,31,0,0,0,1,1,1,0,0,11,1,0,0,0,0
TO29S,31,0,0,0,1,0,1,0,0,10,1,0,1,1,0
ZRXPUR26,31,0,0,0,0,0,1,2,0,10,1,0,0,0,2
ZRXSBU7U,31,0,0,0,0,0,1,1,0,13,0,0,0,0,0
ZRYGG9XQ,31,0,0,0,0,0,1,1,0,12,1,0,0,0,0
ZRYN3U6Y,31,0,0,0,0,0,1,0,0,13,1,0,0,0,0
15CLH7,30,0,0,0,0,0,2,1,0,11,0,0,0,1,0
1NQGLH,30,1,0,0,1,0,1,0,0,10,1,0,1,0,0
3O3Y9F,30,0,0,0,0,0,1,1,0,11,2,0,0,0,0
3O5TT78M,30,0,0,0,0,0,2,1,0,11,1,0,0,0,0
4Z3AYM,30,1,0,0,0,0,1,0,0,10,1,1,0,1,0
73JKCO,30,1,0,0,0,0,1,0,0,11,1,0,1,0,0
7UMWIZ,30,0,0,0,0,0,1,0,0,11,2,0,0,1,0
8DHGJA,30,1,0,0,0,1,1,1,0,10,0,0,0,1,0
92S4I5,30,0,0,0,0,0,1,1,0,10,2,1,0,0,0
9SDDF5,30,0,0,0,1,0,2,0,0,10,1,0,1,0,0
AG93FD,30,0,0,0,0,0,2,1,0,10,0,0,0,1,1
BNLCBY,30,1,0,0,0,0,1,0,0,12,0,0,1,0,0
BSRMYU,30,1,0,0,0,0,1,0,0,12,1,0,0,0,0
BVR3Z8U6,30,1,0,0,0,0,1,1,0,10,1,1,0,0,0
C545G8ND,30,0,0,0,1,0,1,0,0,10,1,0,0,0,2
C54CPGYY,30,1,0,0,1,0,1,0,0,11,0,0,1,0,0
C57QTSU4,30,1,0,0,1,0,1,0,0,10,1,1,0,0,0
C58BY8NE,30,1,0,0,0,0,1,0,0,10,1,0,0,1,1
C58O8Q9D,30,0,0,0,0,0,1,1,0,11,2,0,0,0,0
C5A51CKU,30,1,0,0,0,1,1,1,0,10,1,0,0,0,0
C5AIBNQF,30,1,0,0,0,0,1,1,0,11,1,0,0,0,0
C5AUGD9P,30,0,0,0,1,0,2,0,0,12,0,0,0,0,0
C5EATQS5,30,1,0,0,1,0,1,0,0,10,1,1,0,0,0
C5F2HA22,30,0,0,0,1,0,1,2,0,10,1,0,0,0,0
C5FJNODL,30,1,0,0,0,0,1,0,0,10,1,1,0,1,0
C5I7V9DR,30,0,0,0,1,0,2,0,0,10,1,1,0,0,0
C5J1X5EW,30,0,0,0,0,0,2,3,0,10,0,0,0,0,1
C5J6PMRX,30,0,0,0,0,0,1,1,0,10,2,1,0,0,0
C5LCWC33,30,0,0,0,1,0,1,1,0,10,2,0,0,0,0
C5MK2OHH,30,0,0,0,0,1,2,1,0,10,0,0,1,0,0
C5MXNDTA,30,0,0,0,0,1,2,1,0,11,0,0,0,0,0
C5NW157Y,30,1,0,0,1,0,1,1,0,10,0,0,0,1,0
C5OJRJNR,30,1,0,0,0,1,1,1,0,10,1,0,0,0,0
C5OU65Z6,30,0,0,0,0,0,1,2,0,10,1,1,0,0,0
C5OVOG9S,30,1,0,0,0,0,1,1,0,11,1,0,0,0,0
C5QG2GFB,30,0,0,0,0,1,2,0,0,10,1,0,1,0,0
C5RL18HE,30,1,0,0,0,0,1,1,0,11,0,0,0,1,0
C5RQB9G7,30,0,0,0,0,0,1,1,0,10,2,0,1,0,0
C5SPIMJB,30,0,0,0,0,0,2,1,0,12,0,0,0,0,0
C5X8RPK4,30,0,0,0,0,0,1,1,0,11,0,0,2,0,0
C5YYNMN6,30,1,0,0,0,0,1,0,0,11,1,1,0,0,0
C5ZCPPQJ,30,0,0,0,0,0,1,1,0,11,0,0,0,0,2
C5ZYED2E,30,0,0,0,1,0,1,0,0,10,1,0,0,0,2
C63RVL2K,30,0,0,0,0,0,1,1,0,11,0,0,0,0,2
C66OC9YR,30,1,0,0,0,0,1,0,0,11,1,1,0,0,0
C68Z6GSK,30,1,0,0,0,0,1,1,0,10,1,0,0,1,0
C69EFVE9,30,0,0,0,0,0,2,0,0,11,1,0,0,1,0
C6B2ARN2,30,0,0,0,0,0,1,0,0,11,0,0,1,0,2
C6CTASDK,30,0,0,0,0,0,2,0,0,11,1,0,0,1,0
CQ3C8M,30,1,0,0,0,0,1,0,0,10,1,0,1,1,0
CX7JWW,30,0,0,0,0,0,2,1,0,11,0,0,1,0,0
EA3523,30,0,0,0,0,0,2,0,0,13,0,0,0,0,0
EH66JE,30,1,0,0,0,0,1,0,0,10,1,1,0,1,0
F8QL1ORX,30,1,0,0,0,0,1,0,0,11,1,1,0,0,0
F8QR7IMH,30,0,0,0,0,1,1,0,0,10,2,1,0,0,0
F8SOAG6O,30,1,0,0,1,0,1,0,0,11,1,0,0,0,0
F8TYFF5D,30,1,0,0,1,0,1,0,0,10,1,0,0,0,1
F8W7T5WO,30,0,0,0,0,0,1,2,0,10,1,0,0,0,1
F8WYLSYQ,30,1,0,0,1,0,1,1,0,10,0,0,0,1,0
F93DIK5E,30,1,0,0,1,0,1,0,0,10,1,1,0,0,0
F94DI4A2,30,1,0,0,0,0,1,0,0,10,1,1,0,1,0
F94F8ZQY,30,1,0,0,1,0,1,1,0,10,0,0,0,1,0
F94KGK2E,30,1,0,0,0,0,1,0,0,13,0,0,0,0,0
F95FXR6T,30,0,0,0,0,0,2,1,0,11,1,0,0,0,0
F98H87JI,30,1,0,0,0,0,1,1,0,10,0,0,0,1,1
F98NXXNH,30,0,0,0,2,0,1,0,0,10,1,0,0,0,1
F9B2RGF7,30,0,0,0,0,1,2,1,0,10,0,0,0,1,0
F9BC63EI,30,1,0,0,0,1,1,0,0,11,1,0,0,0,0
F9CHR3IQ,30,0,0,0,0,1,1,1,0,10,2,0,0,0,0
F9DJG9T5,30,0,0,0,0,0,2,1,0,10,1,0,0,1,0
F9ERHUTY,30,0,0,0,0,0,2,1,0,12,0,0,0,0,0
F9G23LD1,30,0,0,0,0,0,1,1,0,10,2,1,0,0,0
FE41NS,30,1,0,0,0,0,1,1,0,10,1,0,0,1,0
G688A9,30,1,0,0,1,0,1,1,0,10,1,0,0,0,0
KBOBX141,30,0,0,0,0,0,1,1,0,11,2,0,0,0,0
KBOTMBDD,30,0,0,0,1,0,2,0,0,11,1,0,0,0,0
KBQ4Y2QV,30,0,0,0,0,0,2,0,0,11,1,1,0,0,0
KBR4E8OV,30,1,0,0,0,0,1,0,0,10,1,1,0,1,0
LNOTF21,30,1,0,0,1,0,1,1,0,10,1,0,0,0,0
LXFETH,30,1,0,0,0,1,3,1,0,10,0,0,0,0,0
M99IQW,30,1,0,0,0,0,1,1,0,11,1,0,0,0,0
NQ4TC,30,1,0,0,1,0,1,0,0,12,0,0,0,0,0
RUCKH4CG,30,0,0,0,2,0,1,3,0,10,0,0,0,0,0
RUDAEWWR,30,1,0,0,0,1,1,1,0,10,1,0,0,0,0
RUEO7EZZ,30,1,0,0,1,0,1,0,0,12,0,0,0,0,0
RUF8ECJS,30,0,0,0,0,0,2,1,0,10,1,0,1,0,0
RUGRUY1K,30,0,0,0,0,0,1,1,0,11,0,0,0,2,0
RUH3SAWA,30,0,0,0,0,1,1,2,0,10,0,0,0,0,1
RUIYXPWJ,30,0,0,0,0,1,1,2,0,10,1,0,0,0,0
RUJQW6LD,30,0,0,0,0,0,2,1,0,11,0,0,0,1,0
RUJTGLJO,30,1,0,0,0,0,1,0,0,13,0,0,0,0,0
RUMAGDK4,30,1,0,0,1,0,1,1,0,10,1,0,0,0,0
RUNK9HCN,30,0,0,0,0,0,1,0,0,11,2,1,0,0,0
RUNWF25S,30,1,0,0,0,0,1,0,0,12,0,0,0,1,0
RUO882YA,30,1,0,0,1,0,1,1,0,11,0,0,0,0,0
RUOQ64FN,30,0,0,0,0,0,1,0,0,11,1,0,0,0,2
RUP52QWG,30,1,0,0,0,0,1,1,0,12,0,0,0,0,0
RUPACPWA,30,1,0,0,0,0,1,1,1,10,1,0,0,0,0
RUPMQS8D,30,1,0,0,1,0,1,1,0,11,0,0,0,0,0
RUQFEF2A,30,1,0,0,0,0,1,0,0,11,1,0,0,1,0
RUSJNYU5,30,1,0,0,1,0,1,0,0,10,1,0,0,1,0
RUW5L6ZZ,30,0,0,0,1,0,2,1,0,10,1,0,0,0,0
ZRWMN8VV,30,0,0,0,0,0,2,1,0,10,1,1,0,0,0
ZRXTLZ8L,30,1,0,0,0,0,1,1,0,10,1,0,0,1,0
15RT47,29,0,0,0,0,0,1,1,0,11,0,0,0,1,0
1DBETZ,29,0,0,0,0,0,1,1,0,11,1,0,0,0,0
1IG1G7,29,0,0,0,0,0,1,1,0,11,1,0,0,0,0
1IOKI,29,0,0,0,0,1,1,0,0,10,1,1,0,0,0
1JNYT8,29,0,0,0,0,0,1,1,0,10,1,1,0,0,0
1PCFI7,29,0,0,0,0,0,1,1,0,10,1,1,0,0,0
24HDCX,29,0,0,0,0,0,1,1,0,12,0,0,0,0,0
25HZ2X,29,0,0,0,0,0,1,1,0,10,1,0,1,0,0
2LOYRP,29,0,0,0,0,0,1,1,0,12,0,0,0,0,0
2P26OL,29,0,0,0,0,0,1,1,0,10,1,0,0,1,0
2SV53J,29,0,0,0,0,0,1,0,0,13,0,0,0,0,0
2U6ZG2,29,0,0,0,1,0,1,1,0,10,0,0,1,0,0
344OLB,29,0,0,0,0,0,1,1,0,10,1,0,0,1,0
3562ZW,29,0,0,0,0,0,1,0,0,12,1,0,0,0,0
3EZUEA,29,1,0,0,0,1,1,2,0,10,0,0,0,0,0
43P6MX,29,0,0,0,1,0,1,1,0,10,1,0,0,0,0
43YDJR,29,0,0,0,0,0,1,1,0,12,0,0,0,0,0
495DJG,29,0,0,0,0,0,1,1,0,11,1,0,0,0,0
4AG3VY,29,0,0,0,1,0,1,1,0,10,0,0,1,0,0
4WBNPR,29,0,0,0,1,0,1,0,0,11,1,0,0,0,0
4YZFMC,29,0,0,0,0,0,1,1,0,10,1,1,0,0,0
5OV4S3,29,0,0,0,0,0,1,1,0,10,1,0,0,1,0
64IK3S,29,0,0,0,0,0,1,1,0,10,1,0,1,0,0
66FRJ9,29,0,0,0,0,0,1,0,0,11,1,0,1,0,0
6PSUDT,29,0,0,0,0,1,1,1,0,11,0,0,0,0,0
7GGFLG,29,0,0,0,1,1,1,0,0,10,0,0,0,1,0
7HZGC3,29,0,0,0,0,0,1,0,0,13,0,0,0,0,0
7TSHKG,29,0,0,0,0,0,1,1,0,12,0,0,0,0,0
7UUZ9B,29,0,0,0,1,0,1,0,0,11,1,0,0,0,0
842HE3,29,0,0,0,0,0,1,1,0,10,1,1,0,0,0
84RSNN,29,0,0,0,0,0,1,0,0,11,1,1,0,0,0
8D4FOV,29,0,0,0,0,0,1,3,0,10,0,0,0,0,1
8F3MD1,29,0,0,0,1,0,1,0,0,12,0,0,0,0,0
8HV37S,29,0,0,0,0,0,1,0,0,12,1,0,0,0,0
8M21JA,29,0,0,0,0,0,1,1,0,10,1,0,0,1,0
9CA12F,29,2,0,0,0,0,1,0,0,10,0,0,1,1,0
9VNAL4,29,0,0,0,0,0,1,0,0,10,1,1,0,1,0
A7FSOR,29,0,0,0,0,1,1,1,0,11,0,0,0,0,0
ACM4FK,29,0,0,0,0,0,1,1,0,12,0,0,0,0,0
AVKXRP,29,0,0,0,0,0,1,1,0,10,1,0,0,1,0
B978N,29,0,0,0,0,0,1,1,0,10,0,0,1,1,0
BH9GE5,29,0,0,0,0,0,1,1,0,12,0,0,0,0,0
BVQYT957,29,0,0,0,0,1,1,1,0,11,0,0,0,0,0
BVRBDTFP,29,0,0,0,0,1,1,0,0,10,1,1,0,0,0
C3VQLQ,29,0,0,0,0,0,1,0,0,10,1,1,0,1,0
C52F4Y,29,0,0,0,1,0,1,1,0,10,0,0,1,0,0
C542FKYP,29,0,0,0,0,0,1,0,0,10,1,1,1,0,0
C543W7JA,29,0,0,0,0,1,1,0,0,10,1,0,0,1,0
C54AWT8E,29,0,0,0,1,0,1,0,0,10,1,0,1,0,0
C55AFPH1,29,0,0,0,0,1,1,0,0,11,1,0,0,0,0
C55NGBEE,29,0,0,0,0,0,1,1,0,11,1,0,0,0,0
C56B2S15,29,0,0,0,0,1,1,1,0,10,1,0,0,0,0
C56JLGEW,29,0,0,0,0,1,1,1,0,10,0,0,0,1,0
C56OVPPD,29,0,0,0,1,0,1,1,0,10,1,0,0,0,0
C56OWSRK,29,0,0,0,0,0,1,0,0,11,1,1,0,0,0
C56R858N,29,0,0,0,0,0,1,1,0,10,1,0,0,1,0
C56YTC2R,29,0,0,0,0,0,1,1,0,10,1,0,0,1,0
C5737YGQ,29,0,0,0,0,0,1,0,0,13,0,0,0,0,0
C57945DS,29,0,0,0,0,0,1,1,0,10,0,0,1,1,0
C57EWM6Y,29,0,0,0,0,0,1,1,0,11,1,0,0,0,0
C57EXEWC,29,0,0,0,0,0,1,0,0,10,1,0,1,1,0
C57LJPS8,29,0,0,0,0,1,1,0,0,11,1,0,0,0,0
C57WYY42,29,0,0,0,0,0,1,0,0,11,1,1,0,0,0
C58CUOWB,29,0,0,0,0,1,1,1,0,10,1,0,0,0,0
C59HTQP1,29,0,0,0,1,0,1,1,0,10,0,0,1,0,0
C59OC22V,29,0,0,0,0,0,1,1,0,10,0,0,1,0,1
C59QBU6I,29,0,0,0,0,0,1,1,0,11,1,0,0,0,0
C59SHNJS,29,0,0,0,0,0,1,1,0,10,1,1,0,0,0
C5ANP871,29,0,0,0,0,0,1,0,0,12,1,0,0,0,0
C5AR2OZ2,29,0,0,0,0,0,1,1,0,11,1,0,0,0,0
C5ARGSRV,29,0,0,0,0,1,1,0,0,11,1,0,0,0,0
C5BILNF5,29,0,0,0,0,0,1,1,0,12,0,0,0,0,0
C5BIOF2O,29,0,0,0,0,0,1,1,0,10,1,0,0,0,1
C5BLOAVI,29,0,0,0,0,0,1,0,0,10,1,0,1,1,0
C5CCV4WL,29,0,0,0,0,1,1,1,0,10,0,0,1,0,0
C5CK7PGT,29,0,0,0,1,0,1,0,0,10,1,1,0,0,0
C5CSECKJ,29,0,0,0,0,0,1,1,0,11,1,0,0,0,0
C5CXWMZS,29,0,0,0,1,0,1,1,0,10,0,0,0,1,0
C5CY787V,29,0,0,0,0,1,1,0,0,10,0,0,1,1,0
C5D2A6H8,29,0,0,0,1,0,1,1,0,10,1,0,0,0,0
C5DOPCI9,29,0,0,0,0,0,1,1,0,10,1,0,1,0,0
C5DURG6C,29,0,0,0,0,1,1,1,0,11,0,0,0,0,0
C5DWKOB9,29,0,0,0,0,0,1,1,0,11,1,0,0,0,0
C5E3P91B,29,0,0,0,0,0,1,0,0,10,1,0,1,1,0
C5E5XPYU,29,0,0,0,1,0,1,1,0,10,1,0,0,0,0
C5EOTBNO,29,0,0,0,0,0,1,1,0,11,0,0,0,1,0
C5EQLJDR,29,0,0,0,1,0,1,0,0,11,0,0,0,1,0
C5ESBDTR,29,0,0,0,0,0,1,1,0,11,1,0,0,0,0
C5EWB3UE,29,0,0,0,0,0,1,1,0,11,1,0,0,0,0
C5EXCJ5L,29,0,0,0,1,0,1,1,0,10,0,0,0,1,0
C5FSROPF,29,0,0,0,0,1,1,0,0,10,1,0,1,0,0
C5FVRKPL,29,0,0,0,1,1,1,0,0,10,1,0,0,0,0
C5G53H4X,29,0,0,0,0,0,1,0,0,11,1,1,0,0,0
C5GFWG7S,29,0,0,0,0,0,1,1,0,10,1,0,0,1,0
C5GG5M47,29,0,0,0,0,0,1,1,0,10,1,0,1,0,0
C5GJ7WZ9,29,0,0,0,0,0,1,1,0,10,0,0,1,1,0
C5GSA2UA,29,0,0,0,0,0,1,1,0,10,1,0,0,1,0
C5H553WU,29,0,0,0,0,0,1,1,0,11,0,0,0,1,0
C5HHS7C8,29,0,0,0,0,0,1,1,0,11,0,0,1,0,0
C5HUTJOP,29,0,0,0,0,0,1,1,0,11,0,0,1,0,0
C5IMF9MO,29,0,0,0,1,0,1,0,0,11,0,0,1,0,0
C5IMZUQS,29,0,0,0,1,0,1,1,0,11,0,0,0,0,0
C5J3FMHV,29,0,0,0,0,0,1,1,0,11,1,0,0,0,0
C5J5AK96,29,0,0,0,0,0,1,1,0,11,0,0,1,0,0
C5JJX78G,29,0,0,0,0,0,1,1,0,11,1,0,0,0,0
C5KE8ZEI,29,0,0,0,0,0,1,0,0,13,0,0,0,0,0
C5KSEG4V,29,0,0,0,0,0,1,1,0,11,1,0,0,0,0
C5KVMLOD,29,0,0,0,1,0,1,0,0,10,1,0,1,0,0
C5KVQZM2,29,0,0,0,0,0,1,1,0,10,1,0,0,1,0
C5LTQCQQ,29,0,0,0,0,0,1,1,0,11,0,0,1,0,0
C5LU2UES,29,0,0,0,0,0,1,0,0,12,1,0,0,0,0
C5M6MXEK,29,2,0,0,0,0,1,1,0,10,0,0,0,1,0
C5M8AXQA,29,0,0,0,1,1,1,1,0,10,0,0,0,0,0
C5MA8SR9,29,0,0,0,0,0,1,1,0,12,0,0,0,0,0
C5MP3TER,29,0,0,0,0,0,1,1,0,10,1,0,0,1,0
C5NIGEFX,29,0,0,0,0,0,1,1,0,10,1,0,0,1,0
C5NRVK1N,29,0,0,0,0,0,1,1,0,10,1,0,1,0,0
C5OE47SX,29,0,0,0,0,1,1,0,0,11,0,0,0,1,0
C5OJWJZF,29,1,0,0,1,0,1,0,0,10,2,0,0,0,0
C5OUZSUE,29,1,0,0,0,0,2,0,0,11,0,0,0,1,0
C5P1IFJO,29,2,0,0,0,0,1,0,0,10,0,0,1,0,1
